time,posture,XY,Y,dyno,vm,dyno_vm,ankle
2021-06-07 15:31:00.000076431,4.0,96.36241946579959,95.90825469442255,0.0,0.0,0.0,
2021-06-07 15:31:01.000077821,4.0,96.39541109334478,95.94864328117896,0.0,0.0,0.0,
2021-06-07 15:31:02.000079210,4.0,96.41810117314714,95.97731329744924,0.0,0.0,0.0,
2021-06-07 15:31:03.000080600,4.0,96.41698858999348,95.98324344615622,0.0,0.0,0.0,
2021-06-07 15:31:04.000081990,4.0,96.40249860315227,95.97519838716191,0.0,0.0,0.0,
2021-06-07 15:31:05.000083379,4.0,96.38477186365134,95.96204628114346,0.0,0.0,0.0,
2021-06-07 15:31:06.000084769,4.0,96.36677276822563,95.94473228939107,0.0,0.0,0.0,
2021-06-07 15:31:07.000086159,4.0,96.38084490811474,95.94679279062433,0.0,0.0,0.0,
2021-06-07 15:31:08.000087548,4.0,96.48631218499897,96.02366031875638,0.0,0.0,0.0,
2021-06-07 15:31:09.000088938,4.0,96.6613544281351,96.169728900095,0.0,0.0,0.0,
2021-06-07 15:31:10.000090328,4.0,96.77645752174291,96.27578253453626,0.0,0.0,0.0,
2021-06-07 15:31:11.000091717,4.0,96.76257251578137,96.2703010447293,0.0,0.0,0.0,
2021-06-07 15:31:12.000093107,4.0,96.66799913050932,96.1844665901879,0.0,0.0,0.0,
2021-06-07 15:31:13.000094497,4.0,96.54583656303296,96.06215811047373,0.0,0.0,0.0,
2021-06-07 15:31:14.000095886,4.0,96.44112041105953,95.95068266813097,0.0,0.0,0.0,
2021-06-07 15:31:15.000097276,4.0,96.32358304098929,95.82777700110434,0.0,0.0,0.0,
2021-06-07 15:31:16.000098666,4.0,96.0736295636052,95.58232761815871,0.0,0.0,0.0,
2021-06-07 15:31:17.000100055,4.0,96.07852645399085,95.61912480647587,0.0,0.0,0.0,
2021-06-07 15:31:18.000101445,4.0,97.09337508840038,96.6825684985,0.0,0.0,0.0,
2021-06-07 15:31:19.000102835,4.0,98.57764331278956,98.15926405260967,0.0,0.0,0.0,
2021-06-07 15:31:20.000104224,4.0,98.82939803942763,98.40755456409347,0.0,0.0,0.0,
2021-06-07 15:31:21.000105614,4.0,97.6651252342556,97.27444291234899,0.0,0.0,0.0,
2021-06-07 15:31:22.000107004,4.0,96.57858690913855,96.18397766372465,0.0,0.0,0.0,
2021-06-07 15:31:23.000108393,4.0,96.39150273860918,95.99570688302474,0.0,0.0,0.0,
2021-06-07 15:31:24.000109783,4.0,96.70943825055745,96.32956485825315,0.0,0.0,0.0,
2021-06-07 15:31:25.000111173,4.0,96.93672749438424,96.56797569300862,0.0,0.0,0.0,
2021-06-07 15:31:26.000112562,4.0,96.86420692425183,96.49706051480112,0.0,0.0,0.0,
2021-06-07 15:31:27.000113952,4.0,96.5549132187458,96.17880346776802,0.0,0.0,0.0,
2021-06-07 15:31:28.000115342,4.0,96.23913024581945,95.84769112537275,0.0,0.0,0.0,
2021-06-07 15:31:29.000116731,4.0,96.13245436571142,95.73360091110915,0.0,0.0,0.0,
2021-06-07 15:31:30.000118121,4.0,96.18714908233952,95.79014754393178,0.0,0.0,0.0,
2021-06-07 15:31:31.000119511,4.0,96.23599281668025,95.83718385739219,0.0,0.0,0.0,
2021-06-07 15:31:32.000120900,4.0,96.21280509796627,95.80563552783806,0.0,0.0,0.0,
2021-06-07 15:31:33.000122290,4.0,96.13416514464365,95.72189660801334,0.0,0.0,0.0,
2021-06-07 15:31:34.000123679,4.0,96.0582042226351,95.64832819635237,0.0,0.0,0.0,
2021-06-07 15:31:35.000125069,4.0,96.04249820297129,95.63702277549535,0.0,0.0,0.0,
